20, 25, 20, 18, 62, 27, 27, 17, 17, 18, 25, 35, 35, 17, 72
88, 88, 88, 27, 27, 27, 12, 12, 12, 62, 62, 45, 45, 32, 6
25, 18, 62, 27, 27, 17, 17, 25, 17, 72, 33, 33, 12, 17, 49
88, 88, 88, 27, 27, 27, 12, 12, 12, 62, 62, 45, 45, 32, 6
81, 81, 80, 79, 84, 84, 83, 83, 87, 87, 81, 72, 72, 72, 72
88, 88, 88, 27, 27, 27, 12, 12, 12, 62, 62, 45, 45, 32, 6
81, 81, 79, 84, 84, 83, 83, 87, 87, 81, 72, 72, 72, 72, 72
88, 88, 88, 27, 27, 27, 12, 12, 12, 62, 62, 45, 45, 32, 6
81, 81, 84, 84, 81, 72, 72, 72, 72, 72, 46, 44, 81, 85, 85
27, 27, 27, 12, 12, 12, 62, 62, 45, 45, 32, 6, 39, 39, 39
81, 81, 84, 84, 81, 72, 72, 72, 72, 72, 46, 44, 81, 85, 85
27, 27, 27, 12, 12, 12, 62, 62, 45, 45, 32, 6, 39, 39, 39
81, 81, 84, 84, 81, 72, 72, 72, 46, 81, 85, 85, 81, 81, 46
27, 27, 27, 12, 12, 12, 62, 62, 45, 45, 32, 6, 39, 39, 39
81, 81, 84, 81, 72, 72, 81, 85, 85, 81, 81, 46, 80, 79, 80
27, 27, 27, 12, 12, 12, 62, 62, 45, 45, 32, 6, 39, 39, 39
82, 80, 80, 80, 81, 81, 81, 49, 49, 49, 85, 85, 85, 85, 85
27, 27, 27, 12, 12, 12, 62, 62, 45, 45, 32, 6, 39, 39, 39
82, 80, 80, 80, 81, 81, 81, 85, 85, 85, 85, 85, 80, 80, 80
27, 27, 27, 12, 12, 12, 62, 62, 45, 45, 32, 6, 39, 39, 39
82, 80, 80, 80, 81, 81, 81, 85, 85, 85, 85, 85, 80, 80, 85
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
78, 78, 7, 7, 7, 36, 57, 57, 32, 32, 40, 40, 49, 49, 54
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
78, 78, 7, 7, 7, 36, 57, 57, 32, 32, 40, 40, 49, 49, 54
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
78, 78, 7, 7, 7, 36, 57, 57, 32, 32, 40, 40, 49, 49, 54
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
19, 19, 19, 7, 7, 7, 44, 44, 47, 47, 40, 40, 40, 35, 35
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
19, 19, 19, 7, 7, 7, 44, 44, 47, 47, 40, 40, 40, 35, 35
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
19, 19, 19, 7, 7, 7, 44, 44, 47, 47, 40, 40, 40, 35, 35
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
19, 19, 19, 7, 7, 7, 44, 44, 47, 47, 40, 40, 40, 35, 35
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
9, 89, 19, 86, 41, 41, 49, 49, 40, 43, 42, 45, 45, 46, 6
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
9, 89, 19, 86, 41, 41, 49, 49, 40, 43, 42, 45, 45, 46, 6
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
9, 89, 19, 86, 41, 41, 49, 49, 40, 43, 42, 45, 45, 46, 6
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
9, 89, 19, 86, 41, 41, 49, 49, 40, 43, 42, 45, 45, 46, 6
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
9, 89, 86, 41, 49, 49, 40, 42, 45, 45, 46, 6, 7, 19, 36
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
9, 89, 86, 41, 49, 49, 40, 45, 45, 46, 6, 7, 36, 72, 72
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
9, 89, 86, 41, 49, 49, 40, 45, 45, 46, 6, 7, 36, 41, 29
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
14, 67, 60, 60, 60, 49, 49, 49, 14, 8, 71, 73, 47, 32, 32
27, 27, 27, 12, 12, 12, 62, 62, 32, 6, 32, 93, 93, 39, 47
78, 61, 71, 73, 73, 72, 71, 62, 59, 62, 59, 16, 7, 66, 44
